0.066935,0.052216,0.062409,0.059998,0.070866,0.064085,0.070423,0.084209,0.057923,0.056812,0.054425,0.061793,0.063022,0.059737,0.045114,0.070033,0.013204,0.00383,0.035279,0,0,0,0.035984,0.022578,0,0.071969,0,0,0.005947,0,0.013104,0.001109,0.038605,0.000302,0.088902,0,0,0,0,0.150993,0.035077,0,0.026913,0.012096,0.01391,0.000806,0.388872,0.04052,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
0.017467,0.05463,0.048753,0.07784,0.081933,0.07866,0.055342,0.029257,0.006153,0.006693,0.021513,0.061817,0.107063,0.106702,0.136429,0.109747,0.002954,0,0.398818,0,0,0,0,0,0,0,0,0,0.001477,0,0,0.098966,0.013294,0,0.001477,0,0,0,0,0.217134,0,0,0,0,0,0,0.254062,0.011817,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
0.081533,0.050526,0.064387,0.039083,0.045491,0.072711,0.058514,0.049274,0.077781,0.03954,0.067426,0.056274,0.089486,0.081974,0.063973,0.062027,0.011687,0,0.018838,0,0,0,0,0,0,0,0,0,0.011163,0,0,0.701552,0.000174,0,0,0,0,0,0,0.081633,0.117565,0,0,0,0,0.000872,0.056515,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
0.084573,0.037011,0.030838,0.048839,0.049813,0.044515,0.053331,0.101808,0.126375,0.060813,0.034502,0.031414,0.03665,0.04392,0.066209,0.14939,0,0.018587,0,0.004289,0,0,0.019866,0,0,0.103695,0,0,0,0,0.007525,0,0.000452,0.306569,0.00301,0,0.092784,0,0,0.003612,0,0,0.000753,0,0.067123,0,0.371586,0.000151,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
0.134893,0.129407,0.065775,0.047549,0.092314,0.055113,0.024565,0.032239,0.034214,0.033121,0.02562,0.033047,0.043219,0.077972,0.081275,0.089677,0.00117,0.007959,0,0,0,0,0.000468,0.024813,0,0.112828,0,0,0,0,0.116339,0,0.04588,0,0.087547,0,0,0,0,0.024345,0,0,0.128043,0,0.040028,0,0.211845,0.198736,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
0.074519,0.070542,0.068638,0.065323,0.076265,0.081108,0.058369,0.059419,0.066988,0.05271,0.059928,0.067611,0.04921,0.045113,0.048166,0.056091,0.000087,0.002516,0,0,0,0,0.007374,0.097992,0,0.132,0,0,0.001822,0,0.013274,0,0.02594,0.000043,0.039344,0,0,0,0,0.015703,0,0,0.422158,0,0.010281,0.017221,0.107491,0.106754,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
0.031019,0.042935,0.068941,0.082053,0.061942,0.123858,0.140672,0.133322,0.086604,0.055179,0.048918,0.02971,0.027911,0.026275,0.01927,0.02139,0.000619,0.001856,0,0,0,0,0,0.064666,0,0.235767,0,0,0.000309,0.000928,0.102723,0,0.078899,0,0.054765,0,0,0,0,0.005569,0,0,0.151609,0,0.034653,0.000309,0.157178,0.110149,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
0.080205,0.05511,0.05611,0.052108,0.070276,0.067258,0.073045,0.07579,0.086155,0.04643,0.040887,0.043933,0.05709,0.053281,0.06458,0.077742,0.003699,0.000255,0.003794,0,0,0,0.011542,0.180207,0,0.159482,0,0,0.06144,0.000032,0.000064,0.020023,0.011893,0.000988,0.044286,0,0,0,0,0.005516,0.000574,0,0.070304,0.00067,0.213812,0,0.209635,0.001785,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
0.073388,0.058109,0.051979,0.053205,0.066247,0.053865,0.057461,0.069795,0.069912,0.067332,0.064992,0.051626,0.06002,0.057789,0.082218,0.062059,0.002935,0.00829,0.008885,0,0,0,0.018126,0.055251,0,0.093884,0,0,0.060725,0.00004,0,0.019158,0.010035,0.001349,0.022053,0,0,0,0,0.013248,0,0,0.207639,0.000317,0.338172,0.000079,0.136245,0.00357,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
0.092325,0.059556,0.059524,0.057758,0.047235,0.049121,0.058143,0.075325,0.064074,0.072706,0.059301,0.04539,0.058731,0.063115,0.072331,0.065365,0.000536,0.017369,0.000036,0,0,0,0.00168,0.000965,0,0.010972,0,0,0.000036,0,0.054966,0.000572,0.004717,0.003074,0.010972,0,0.000679,0,0,0.001894,0,0,0.294879,0,0.000893,0.425682,0.152461,0.017619,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
0.06476,0.062647,0.06292,0.065269,0.056818,0.066466,0.051047,0.06515,0.075925,0.067581,0.061402,0.0592,0.045576,0.055275,0.074562,0.065402,0.001813,0.005855,0.003627,0,0,0,0.000104,0.062953,0,0.039067,0,0,0.221554,0,0,0.025181,0.006062,0.000207,0.017876,0,0,0,0,0.006373,0,0,0.046891,0.000052,0.37,0.000052,0.186736,0.005596,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
0.060045,0.057457,0.051561,0.053272,0.065045,0.0639,0.05501,0.070236,0.075593,0.068832,0.060856,0.065965,0.062231,0.058443,0.067917,0.063638,0,0.061794,0.00458,0,0,0,0.005879,0,0,0.00526,0,0,0.000805,0,0.157502,0.000062,0.00885,0.000186,0.017081,0,0.000248,0,0,0.025033,0.000278,0,0.175419,0,0.000031,0.270075,0.187239,0.079679,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
0.064483,0.074134,0.060053,0.065836,0.069153,0.056855,0.044802,0.055905,0.06815,0.061043,0.068011,0.072871,0.071068,0.052773,0.060744,0.054119,0.001729,0.008558,0,0.248243,0,0,0.080537,0.001672,0,0.092921,0,0,0.000368,0.000028,0.000878,0,0.002579,0.181053,0.044321,0,0.099014,0,0,0.019327,0.00017,0,0.000907,0.000538,0.086517,0,0.12296,0.00768,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
0.079618,0.067382,0.057751,0.06269,0.058809,0.060114,0.059856,0.061148,0.060616,0.0613,0.056636,0.064403,0.060755,0.062404,0.061155,0.065366,0.002651,0.003365,0,0,0,0,0.026406,0.007213,0,0.567176,0,0,0,0.000586,0.017587,0,0.002778,0.000076,0.170749,0,0,0,0,0.000816,0.000076,0,0.004715,0.002039,0.013178,0,0.162108,0.018479,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
